Name,Age,2024 Net Worth,Industry,Source of Wealth,Title,Organization,Self-Made,Self-Made Score,Philanthropy Score,Residence,Citizenship,Gender,Marital Status,Children,Education
Jim Davis & family,80,$5.9B,Manufacturing,New Balance,Chairman,New Balance,TRUE,8,2,"Newton, Massachusetts",United States,M,Married,2,"Bachelor of Arts/Science, Middlebury College"
Patrick Drahi,60,$5.9B,Telecom,Telecom,Founder and Chairman,Altice,TRUE,,,"Zermatt, Switzerland",France,M,Married,4,"Bachelor of Science, École Polytechnique de Paris, Master of Science, Télécom Paris"
Donald Horton & family,74,$5.9B,Real Estate,Homebuilding,Former Founder and Chairman,"D.R. Horton, Inc.",TRUE,8,1,"Fort Worth, Texas",United States,M,Married,2,"Bachelor of Arts/Science, University of Central Arkansas"
Carl Icahn,88,$5.9B,Finance & Investments,Investments,Founder and Chairman,Icahn Enterprises,TRUE,9,2,"Indian Creek, Florida",United States,M,Married,2,"Drop Out, New York University; Bachelor of Arts/Science, Princeton University"
Robin Li,55,$5.9B,Technology,Internet search,"Co-founder, Chairman, and Chief Executive Officer",Baidu,TRUE,,,"Beijing, China",China,M,Married,4,"Bachelor of Arts/Science, Peking University; Master of Arts, University at Buffalo"
Martin Lorentzon,55,$5.9B,Technology,Spotify,Co-founder and Board Member,Spotify,TRUE,,,"Stockholm, Sweden",Sweden,M,Single,N/A,"Master of Science, Chalmers University of Technology"
Yuri Milner,62,$5.9B,Finance & Investments,Tech investments,Founder and Managing Partner,DST Global,TRUE,,,"Los Altos, California",Israel,M,Married,3,"Master of Science, Moscow State University; Drop Out, University of Pennsylvania, The Wharton School"
Theo Mueller,84,$5.9B,Food & Beverage,Dairy,Owner,Theo Müller Group,FALSE,,,"Zurich, Switzerland",Germany,M,In Relationship,9,N/A
Pei Zhenhua,65,$5.9B,Energy,Batteries,Founder and Chairman,Suzhou TA&A Ultra Clean Technology,TRUE,,,"Ningde, China",China,M,N/A,N/A,N/A
Agoes Projosasmito,68,$5.9B,Metals & Mining,"mining, investment",President Commissioner,PT Amman Mineral Internasional Tbk,TRUE,,,"Jakarta, Indonesia",Indonesia,M,Married,2,"Bachelor of Economics, Universitas Kristen Satya Wacana, Diploma in Economics of Development, Australian National University"
Jeff Rothschild,69,$5.9B,Technology,Facebook,Advisor,Meta Platforms,TRUE,6,1,"Palo Alto, California",United States,M,Married,3,"Bachelor of Arts/Science, Vanderbilt University; Master of Science, Vanderbilt University"
You Xiaoping & family,66,$5.9B,Manufacturing,Polyurethanes,Chairman,Huafon Group,TRUE,,,"Wenzhou, China",China,M,Married,2,N/A
Robert Faith,60,$5.8B,Real Estate,Real estate management,"Founder, Chairman, and Chief Executive Officer",Greystar Real Estate Partners,TRUE,8,1,"Charleston, South Carolina",United States,M,Married,3,"Master of Business Administration, Harvard Business School; Bachelor of Science, University of Oklahoma"
Vyacheslav Kim,54,$5.8B,Finance & Investments,Fintech,Chairman of the Board of Directors,Kaspi.kz,TRUE,,,"Almaty, Kazakhstan",Kazakhstan,M,Single,N/A,"Bachelor of Science, Abai Kazakh National Pedagogical University, Bachelor of Science, Russian-Kazakh Modern Humanitarian University"
Samir Mehta,60,$5.8B,Healthcare,"Pharmaceuticals, power",Chairman,Torrent Pharmaceuticals,FALSE,,,"Ahmedabad, India",India,M,Married,2,"Master of Business Administration, B.K. School of Business Management"
Sudhir Mehta,69,$5.8B,Healthcare,"Pharmaceuticals, power",Chairman,Torrent Pharmaceuticals,FALSE,,,"Ahmedabad, India",India,M,Married,2,"Bachelor of Science, Gujarat University"
Ruan Liping,59,$5.8B,Manufacturing,Power strips,Chairman,Gongniu Group,TRUE,,,"Ningbo, China",Hong Kong,M,Married,1,"Bachelor of Science, Wuhan University"
Ruan Xueping,52,$5.8B,Manufacturing,Power strip,Co-founder,Gongniu Group,TRUE,,,"Ningbo, China",Hong Kong,M,N/A,N/A,N/A
John A. Sobrato & family,84,$5.8B,Real Estate,Real estate,Founder and Chairman,The Sobrato Organization,TRUE,7,4,"Atherton, California",United States,M,Married,3,"Bachelor of Arts/Science, Santa Clara University"
Tsai Eng-meng,67,$5.8B,Food & Beverage,"Food, beverages",Chairman and Chief Executive Officer,Want Want China Holdings Ltd.,FALSE,,,"Shanghai, China",Taiwan,M,Married,N/A,N/A
Erich Wesjohann & family,78,$5.8B,Food & Beverage,Poultry genetics,Founder and Chairman,EW Group,TRUE,,,"Visbek, Germany",Germany,M,Married,3,N/A
Wu Yajun,60,$5.8B,Real Estate,Real estate,Co-founder and Chairwoman,Longfor Properties,TRUE,,,"Beijing, China",China,F,Divorced,1,"Bachelor of Engineering, Northwestern Polytechnical University"
Denise York & family,73,$5.8B,Sports,San Francisco 49ers,Co-Chairman,San Francisco 49ers,FALSE,3,1,"Youngstown, Ohio",United States,F,Married,4,"Bachelor of Arts/Science, Saint Mary's College of Indiana"
Maria Fernanda Amorim & family,89,$5.7B,Diversified,"Energy, investments",Heir,Corticeira Amorim,FALSE,,,"Grijo, Portugal",Portugal,F,Widowed,3,N/A
Clive Calder,77,$5.7B,Media & Entertainment,Record label,Founder and former CEO,Zomba Group,TRUE,,,"Grand Cayman, Cayman Islands",United Kingdom,M,Married,2,N/A
"Chase Coleman, III.",48,$5.7B,Finance & Investments,Investments,Investor,Tiger Global Management,TRUE,7,2,"New York, New York",United States,M,Married,N/A,"Bachelor of Arts/Science, Williams College"
Miguel Krigsner,74,$5.7B,Fashion & Retail,Cosmetics,Founder,O Boticário,TRUE,,,"Sao Jose dos Pinhais, Brazil",Brazil,M,Married,2,"Bachelor of Science, Federal University of Paraná"
Lin Shu-hong,95,$5.7B,Manufacturing,Petrochemicals,Co-founder and former Chairman,Chang Chun Group,TRUE,,,"Taipei, Taiwan",Taiwan,M,Married,4,National Taipei University of Technology
Shen Guojun,61,$5.7B,Fashion & Retail,Retail,Founder and Chairman,Yintai Group,TRUE,,,"Beijing, China",China,M,Married,1,"Master of Arts, Zhongnan University of Economics and Law"
Tim Sweeney,53,$5.7B,Media & Entertainment,Video games,Founder and CEO,Epic Games,TRUE,8,1,"Cary, North Carolina",United States,M,N/A,N/A,"Bachelor of Arts/Science, University of Maryland, College Park"
Rahul Bhatia,64,$5.6B,Service,Aviation,Co-founder and Managing Director,InterGlobe Enterprises,FALSE,,,"Delhi, India",India,M,Married,2,"Master of Science, University of Waterloo"
Tom Golisano,82,$5.6B,Service,Payroll services,Founder and former CEO,Paychex,TRUE,9,2,"Naples, Florida",United States,M,Married,2,"Associate in Arts/Science, SUNY Tech Alfred"
Sofia Högberg Schörling,45,$5.6B,Diversified,Investments,Vice Chairman,Melker Schörling AB,FALSE,,,"Stockholm, Sweden",Sweden,F,Married,4,"Master of Business Administration, Stockholm School of Economics"
James Irving,96,$5.6B,Diversified,Diversified,Chairman,J.D. Irving Limited,FALSE,,,"Saint John, Canada",Canada,M,Married,4,N/A
Li Ge,57,$5.6B,Healthcare,Pharmaceutical ingredients,"Founder, Chairman, and CEO",WuXi AppTec,TRUE,8,,"Shanghai, China",United States,M,Widowed,N/A,"Doctorate, Columbia University"
Janice McNair,87,$5.6B,Sports,"Energy, sports",Co-founder and former Senior Chair,Houston Texans,FALSE,2,2,"Houston, Texas",United States,F,Widowed,4,"Bachelor of Arts/Science, Columbia College"
Michael Moritz,69,$5.6B,Finance & Investments,Venture capital,Investor,Sequoia,TRUE,8,4,"San Francisco, California",United States,M,Married,2,"Bachelor of Arts/Science, Christ Church, Oxford University; Master of Business Administration, University of Pennsylvania, The Wharton School"
Wolfgang Reimann,71,$5.6B,Fashion & Retail,Consumer goods,Heir,JAB Holding Company,FALSE,,,"Passau, Germany",Germany,M,N/A,N/A,N/A
Matthias Reimann-Andersen,59,$5.6B,Fashion & Retail,Consumer goods,Heir,JAB Holding Company,FALSE,,,"Munich, Germany",Germany,M,N/A,N/A,N/A
Stefan Reimann-Andersen,60,$5.6B,Fashion & Retail,Consumer goods,Heir,JAB Holding Company,FALSE,,,"Vienna, Austria",Germany,M,N/A,N/A,N/A
Renate Reimann-Haas,72,$5.6B,Fashion & Retail,Consumer goods,Heir,JAB Holding Company,FALSE,,,"Vienna, Austria",Germany,F,N/A,N/A,N/A
Lynda Resnick,81,$5.6B,Food & Beverage,Agriculture,Founder,Wonderful Company,TRUE,8,3,"Los Angeles, California",United States,F,Married,5,N/A
Stewart Resnick,87,$5.6B,Food & Beverage,Agriculture,Chairman and President,The Wonderful Company,TRUE,8,3,"Beverly Hills, California",United States,M,Married,5,"Bachelor of Science, University of California, Los Angeles, Juris Doctor, University of California, Los Angeles"
Gianfelice Rocca,76,$5.6B,Metals & Mining,Pipe Manufacturing,Chairman,Techint Group,FALSE,,,"Milan, Italy",Italy,M,N/A,N/A,"Bachelor of Science, University of Milan, PMD, Harvard Business School"
Paolo Rocca,71,$5.6B,Metals & Mining,Pipe Manufacturing,Chairman and Chief Executive Officer,Tenaris,FALSE,,,"Buenos Aires, Argentina",Italy,M,N/A,N/A,"Bachelor of Arts/Science, University of Milan, Master of Business Administration, Harvard Business School"
Mark Scheinberg,50,$5.6B,Gambling & Casinos,Online gambling,Co-founder and former co-owner,PokerStars,TRUE,8,,"Isle of Man, United Kingdom",Canada,M,Single,N/A,"Drop Out, Fanshawe College"
Märta Schörling Andreen,39,$5.6B,Diversified,Investments,Board Member,Melker Schörling AB,FALSE,,,"Stockholm, Sweden",Sweden,F,Married,2,"Master of Business Administration, Stockholm School of Economics"
Fred Smith,79,$5.6B,Logistics,FedEx,Founder and Executive Chairman,FedEx,TRUE,7,1,"Memphis, Tennessee",United States,M,Married,10,"Bachelor of Arts/Science, Yale University"
Ty Warner,79,$5.6B,Real Estate,"Plush toys, real estate",Founder and CEO,Ty Inc.,TRUE,10,2,"Oak Brook, Illinois",United States,M,Single,N/A,"Drop Out, Kalamazoo College"
Shari Arison,66,$5.5B,Service,Carnival Cruises,Owner,Arison Investments,FALSE,,,"Tel Aviv, Israel",Israel,F,Divorced,4,"Drop Out, Miami Dade College"
Tomasz Biernacki,51,$5.5B,Fashion & Retail,Supermarkets,Founder and Chairman,Dino Polska,TRUE,,,"Krotoszyn,, Poland",Poland,M,N/A,N/A,N/A
Mahendra Choksi & family,82,$5.5B,Manufacturing,Paints,Non-Executive Director,Asian Paints,FALSE,,,"Mumbai, India",India,M,Married,2,"Bachelor of Engineering, University of Mumbai; Master of Science, University of Mumbai"
Andrew Currie,68,$5.5B,Manufacturing,Chemicals,Director,PQ Group Holdings Inc,TRUE,,,"London, United Kingdom",United Kingdom,M,N/A,N/A,"Bachelor of Arts/Science, Cambridge University"
Peter Gilgan,73,$5.5B,Construction & Engineering,Homebuilding,"Founder, CEO and Chairman",Mattamy Group Corp.,TRUE,,,"Toronto, Canada",Canada,M,Single,8,N/A
Sumet Jiaravanon,89,$5.5B,Diversified,Diversified,Executive Chairman,Charoen Pokphand Group,FALSE,,,"Bangkok, Thailand",Thailand,M,Married,N/A,N/A
Igor Kesaev,57,$5.5B,Fashion & Retail,"Tobacco distribution, retail",Owner and President,Mercury Group,TRUE,,,"Moscow, Russia",Russia,M,Married,3,"Master, Moscow Institute of International Relations"
Lin Li,60,$5.5B,Finance & Investments,Investments,Chairman,Liye Group,TRUE,,,"Shenzhen, China",China,M,Married,1,"Chinese Academy of Social Sciences; Bachelor of Arts/Science, Hubei University of Technology"
George Lucas,79,$5.5B,Media & Entertainment,Star Wars,Founder and former CEO,Lucasfilm,TRUE,8,4,"San Anselmo, California",United States,M,Married,4,"Bachelor of Arts/Science, University of Southern California"
Doug Meijer & family,70,$5.5B,Fashion & Retail,Supermarkets,Co-chairman,Meijer,FALSE,3,2,"Grand Rapids, Michigan",United States,M,Divorced,1,"Bachelor of Arts/Science, University of Michigan"
Hank Meijer & family,72,$5.5B,Fashion & Retail,Supermarkets,Co-chairman and CEO,Meijer,FALSE,3,2,"Grand Rapids, Michigan",United States,M,Married,3,"Bachelor of Arts/Science, University of Michigan"
Mark Meijer & family,66,$5.5B,Fashion & Retail,Supermarkets,"owns , board of directors",Michigan-based grocery chain Meijer,FALSE,3,2,"Grand Rapids, Michigan",United States,M,N/A,N/A,N/A
John Reece,67,$5.5B,Manufacturing,Chemicals,"businessman, chief financial officer and minority shareholder",Ineos,TRUE,,,"London, United Kingdom",United Kingdom,M,N/A,N/A,"Bachelor of Arts/Science, Cambridge University"
Juan Roig,74,$5.5B,Fashion & Retail,Supermarkets,"businessman, president",Mercadona,FALSE,,,"Valencia, Spain",Spain,M,Married,4,"Bachelor of Science, University of Valencia"
Chairul Tanjung,61,$5.5B,Diversified,Diversified,"businessman, former Coordinating Minister for Economics",Indonesian cabinet,TRUE,,,"Jakarta, Indonesia",Indonesia,M,Married,2,"Medical Doctor, University of Indonesia"
Jaran Chiaravanont,94,$5.4B,Diversified,Diversified,businessman,Charoen Pokphand Group,FALSE,,,"Bangkok, Thailand",Thailand,M,Married,4,N/A
Mark Cuban,65,$5.4B,Media & Entertainment,"Online media, Dallas Mavericks",Owner,Dallas Mavericks,TRUE,8,1,"Dallas, Texas",United States,M,Married,3,"Bachelor of Arts/Science, Indiana University"
Archie Aldis Emmerson & family,94,$5.4B,Manufacturing,"Timberland, lumber mills",founder,Sierra Pacific Industries,TRUE,9,2,"Redding, California",United States,M,Married,3,"Diploma, High School"
Martin Haefner,70,$5.4B,Technology,"Software, investments","entrepreneur, shareholder",Schmolz + Bickenbach,FALSE,,,"Zurich, Switzerland",Switzerland,M,Married,N/A,"Bachelor of Science, ETH Zurich"
"Robert Hale, Jr.",57,$5.4B,Telecom,Telecom,founder and CEO,Granite Telecommunications,TRUE,8,3,"Boston, Massachusetts",United States,M,Married,N/A,"Bachelor of Arts/Science, Connecticut College"
Horst Julius Pudwill,79,$5.4B,Manufacturing,Manufacturing,cofounder and chairman,Techtronic Industries,TRUE,,,"Hong Kong, Hong Kong",Germany,M,Married,1,"Master of Science in Engineering, Technical College in Flensburg"
Thomas Secunda,69,$5.4B,Finance & Investments,Bloomberg LP,"Co-Founder , chairman",Bloomberg,TRUE,8,2,"Croton-on-Hudson, New York",United States,M,Married,2,"Bachelor of Arts/Science, SUNY Binghamton"
Jon Stryker,65,$5.4B,Healthcare,Medical equipment,"architect, philanthropist, and heir",Stryker,FALSE,1,4,"New York, New York",United States,M,Married,2,"Bachelor of Arts/Science, Kalamazoo College; Master of Architecture, University of California, Berkeley"
Torbjorn Tornqvist,70,$5.4B,Energy,Oil trading,CEO and co-founder,Gunvor,TRUE,,,"Geneva, Switzerland",Sweden,M,N/A,N/A,"Graduate, Stockholm University"
Robert Bass,76,$5.3B,Energy,"Oil, investments","businessman and philanthropist, chairman",Aerion Corporation,FALSE,4,2,"Fort Worth, Texas",United States,M,Married,4,"Master of Business Administration, Stanford University; Bachelor of Arts/Science, Yale University"
Rick Caruso,65,$5.3B,Real Estate,Real estate,Founder and Executive Chairman,Caruso,TRUE,7,2,"Los Angeles, California",United States,M,Married,4,"Doctor of Jurisprudence, Pepperdine University; Bachelor of Arts/Science, University of Southern California"
Charles B. Johnson,91,$5.3B,Finance & Investments,Franklin Templeton,Former Chairman and CEO,Franklin Resources,FALSE,5,3,"Palm Beach, Florida",United States,M,Married,6,"Bachelor of Arts/Science, Yale University"
Dan Kurzius,52,$5.3B,Technology,Email marketing,"businessman, the co-founder and chief customer officer",Mailchimp,TRUE,9,,"Atlanta, Georgia",United States,M,Married,2,"High School Graduate, High School"
Thai Lee,65,$5.3B,Technology,IT provider,"businesswoman, the co-owner, CEO and president",SHI International,TRUE,9,1,"Austin, Texas",United States,F,Divorced,2,"Bachelor of Arts/Science, Amherst College; Master of Business Administration, Harvard Business School"
Joao Moreira Salles,62,$5.3B,Diversified,"Banking, minerals","filmmaker, documentarian and president","Production house, Instituto Moreira Salles",FALSE,,,"Rio de Janeiro, Brazil",Brazil,M,Divorced,1,"Bachelor of Science, Pontifical Catholic University of Rio de Janeiro"
Walther Moreira Salles Junior,67,$5.3B,Finance & Investments,"Banking, minerals",filmmaker,Production house,FALSE,,,"Rio de Janeiro, Brazil",Brazil,M,Married,1,"Bachelor of Arts/Science, University of Southern California"
Daniel Tsai,67,$5.3B,Finance & Investments,Finance,businessman,Fubon Financial Holding Co,FALSE,,,"Taipei, Taiwan",Taiwan,M,Married,4,"LLM, Georgetown University; Bachelor of Laws, National Taiwan University"
Ronald Wanek,82,$5.3B,Manufacturing,Furniture,"businessman, founder and chairman",Ashley Furniture Industries,TRUE,9,2,"Saint Petersburg, Florida",United States,M,Married,3,"High School Graduate, High School"
Michael Ashley,59,$5.2B,Fashion & Retail,Sports retailing,"entrepreneur, founder and former chief executive",Frasers Group plc,TRUE,,,"Hertfordshire, United Kingdom",United Kingdom,M,Divorced,N/A,N/A
Rajiv Bajaj,57,$5.2B,Diversified,Diversified,"businessman,managing director",Bajaj Auto,FALSE,,,"Pune, India",India,M,Married,1,"Bachelor of Engineering, Pune University; Master of Science in Engineering, The University of Warwick"
Sanjiv Bajaj,54,$5.2B,Diversified,Diversified,"businessman, Chairman and Managing Director",Bajaj Finserv,FALSE,,,"Pune, India",India,M,Married,2,"Master of Business Administration, Harvard Business School; Bachelor of Engineering, Pune University; Master of Science in Engineering, The University of Warwick"
Charles Dolan & family,97,$5.2B,Media & Entertainment,Cable television,Chairman and Founder,Cablevision Systems,TRUE,9,2,"Oyster Bay, New York",United States,M,Widowed,6,"Drop Out, John Carroll University"
Min Kao & family,75,$5.2B,Technology,Navigation equipment,"electrical engineer, businessman, and philanthropist, co-founder",Garmin,TRUE,8,2,"Leawood, Kansas",United States,M,Married,2,"Bachelor of Arts/Science, National Taiwan University; Doctorate, University of Tennessee Knoxville; Master of Science, University of Tennessee Knoxville"
"Andre Koo, Sr.",56,$5.2B,Finance & Investments,Financial services,"businessman, Founder and General Partner",K8 Capital,FALSE,,,"Taipei, Taiwan",Taiwan,M,Married,2,"Master of Business Administration, Leonard N. Stern School of Business; Bachelor of Arts/Science, New York University"
Mikhail Lomtadze,48,$5.2B,Finance & Investments,Fintech,"CEO , technology entrepreneur and businessman",Kaspi.kz Joint Stock Company,TRUE,,,"Almaty, Kazakhstan",Georgia,M,Single,N/A,"Master of Business Administration, Harvard Business School"
Abdulsamad Rabiu,63,$5.2B,Diversified,"Cement, sugar","businessman and philanthropist, chairman , founder and chairman","Nigerian Bank, BUA Group",FALSE,,,"Lagos, Nigeria",Nigeria,M,Married,N/A,"Bachelor of Science, Capital University"
